frame,angle_head,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,raw
0,-1.309,0,0,0,0,0,0,0,2.09054e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,-1.29154,-1.39142e-05,-1.1614e-06,-84.9303,0.00012301,7.84189e-06,-0.999783,0.0208222,1.71213e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139029,0.016479,0.00189897,0.00604885,0.0166977,0.0162779,0.00887804,0.0408217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,-1.27409,-1.39142e-05,-1.1614e-06,-84.9303,0.00012301,7.84187e-06,-0.999783,0.0208222,2.74928e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90831e-05,0.00133846,0.00191454,0.00972474,0.00513547,0.00978615,0.0123999,0.0196597,0.0146632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-1.25664,-1.39142e-05,-1.1614e-06,-84.9303,0.00012301,7.84187e-06,-0.999783,0.0208222,2.36385e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186037,0.00262145,0.00395005,0.0111663,0.00233199,0.00417882,0.00710113,0.00426319,0.00791005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-1.23918,-1.39142e-05,-1.1614e-06,-84.9303,0.00012301,7.84188e-06,-0.999783,0.0208222,4.93101e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239489,0.00792122,0.00103887,0.00710682,0.0141701,0.016113,0.0918683,0.0477076,0.0474835,0.0310555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-1.22173,-1.39142e-05,-1.16139e-06,-84.9303,0.00012301,7.84188e-06,-0.999783,0.0208222,2.2652e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014154,0.00249724,0.000888228,0.00481901,0.00692946,0.0195771,0.0575721,0.0152793,0.0390961,0.0297896,0.00847958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-1.20428,-1.39142e-05,-1.16137e-06,-84.9303,0.00012301,7.84184e-06,-0.999783,0.0208222,2.00052e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279325,0.00732541,0.00226576,0.00777611,0.0114943,0.045305,0.0136818,0.0514763,0.0714703,0.0579532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-1.18682,-1.39142e-05,-1.16136e-06,-84.9303,0.00012301,7.84181e-06,-0.999783,0.0208222,3.78538e-06,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832644,0.00310619,0.00786559,0.0117981,0.00288566,0.0360623,0.0357691,0.0528097,0.00710416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-1.16937,-1.39142e-05,-1.16136e-06,-84.9303,0.00012301,7.84183e-06,-0.999783,0.0208222,2.18703e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216763,0.00867674,0.00167673,0.000345296,0.00493332,0.0231979,0.0153243,0.000224027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-1.15192,-1.39142e-05,-1.16137e-06,-84.9303,0.00012301,7.84186e-06,-0.999783,0.0208222,2.85468e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166884,0.00479233,0.0015293,0.00778766,0.0193392,0.0194534,0.00285557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-1.13446,-1.39142e-05,-1.16134e-06,-84.9303,0.00012301,7.84186e-06,-0.999783,0.0208222,3.22802e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927466,0.0242,0.00670909,0.00204353,0.00679514,0.0224647,0.0124097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
