frame,angle_head,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,raw
0,-1.309,0,0,0,0,0,0,0,2.18726e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,-1.29154,30,-2.0003e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,1.7844e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131496,0.00304367,0.0287229,0.019538,0.025034,0.000786718,0.0720389,0.00315859,0.0234818,0.00128251,0.0259159,0.00834662,0.00506133,0.00339168,0.0019195,0.00805849,0.0239042,0.00318932,0.0398491,0.00805581,0.0243308,0.0137308,0,0,0,0,0,0,0.0350889,0.0954035,0.0473598,0.0368278,0.0382011,0.0534289,0.0192567,0.0283036,0.0419792,0.0329163,0,
2,-1.27409,30,-2.0003e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,3.81244e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205516,0.00203218,0.0200668,0.062545,0.0148476,0.00328613,0.00718157,0.000941598,0.000177628,0.00156914,0.00473001,0.0344534,0.0119116,0.00202092,0.0107847,0.0149543,0.00776487,0.00519691,0.0242838,0.0266727,0.0204046,4.86626e-05,0.0179949,0.0641039,0.073492,0.0488002,0.0354534,0.0273973,0.0625227,0.0481684,0.0392553,0.0375482,0.0275407,0.00919351,0.0199979,0.0773787,0.00862,0.0125869,0,
3,-1.25664,30,-2.0003e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268514,0.00971407,0.00275709,0.00151977,0.0247899,0.0100742,0.00145881,0.0027802,0.00958328,0.000594965,0.00371232,0.00648525,0.00947301,0.00331032,0.000458124,0.00680638,0.00656456,0.00324222,0.0332833,0.022909,0.0245688,0.00761191,0.0280659,0.0560343,0.0246233,0.044956,0.0197423,0.0646434,0.0371777,0.0565949,0.0303487,0.0238353,0.0214437,0.0300987,0.0639303,0.0123606,0.0324736,0.0585989,0,
4,-1.23918,30,-2.0003e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,2.42301e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855433,0.0273894,0.00139435,0.0112091,0.000754699,0.00240371,0.00246965,0.00792456,0.0274584,0.009439,0.00173339,0.00590146,0.0514518,0.0223648,0.00125853,0.00197765,0.00205327,0.020132,0.0131515,0.0246326,0.0154024,0.0167774,0.00779954,0.0511104,0.0226788,0.0117633,0.0257465,0.034613,0.0278403,0.002081,0.0272255,0.0416302,0.0493644,0.0519864,0.0626801,0.0478148,0.0455454,0.0308077,0,
5,-1.22173,30,-2.00029e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,3.78019e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889373,0.012235,0.00142115,0.00174239,0.00447195,0.00193225,0.00255743,0.00245151,0.0035331,0.00186091,0.0211172,0.0254027,0.00773916,0.00849237,0.0217453,0.002627,0.00962844,0.0139755,0.0139589,0.0225706,0.00836267,0.0122544,0.0338257,0.0692538,0.0243264,0.0364896,0.0183223,0.0164583,0.016696,0.0119507,0.0507189,0.02016,0.0246733,0.0477273,0.0790456,0.0260155,0.033217,0.0992042,0,
6,-1.20428,30,-2.0003e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,2.39078e-06,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039767,0.00779272,0.00706202,0.000741474,0.0147481,0.0425898,0.00427716,0.00819573,0.0054774,0.00734935,0.00532477,0.0011071,0.00934451,0.00277346,0.00415074,0.00815236,0.0351631,0.0202997,0.0226657,0.0397696,0.00708465,0.0314351,0.0311445,0.0248234,0.0340715,0.0127846,0.00321831,0.0182532,0.0167162,0.041355,0.0511077,0.0450986,0.0134247,0.0101787,0.0732842,0.0310973,0.0377243,0.0342754,0,
7,-1.18682,30,-2.00029e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,1.50862e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0.0111141,0.00769829,0.027369,0.0102377,0.00947605,0.0358913,0.0278979,0.0327861,0.00984943,0.00171774,0.00109027,0.0024175,0.00272477,0.0154959,0.00709462,0.0107594,0.00527475,0.0189723,0.0223277,0.0138058,0.00759185,0.00420943,0,0.0289527,0.0425381,0.0216702,0.0108663,0.030476,0.0174387,0.038256,0.0385009,0.0112751,0,0,0,0,0,0,0,
8,-1.16937,30,-2.00031e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,3.95968e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838709,0.00378543,0.000940976,0.00257865,0.00996125,0.00713101,0.00654359,0.0053789,0.00296463,0.0199116,0.00320636,0.000472045,0.0021469,0.012615,0.00446788,0.0102789,0.0155201,0.00323505,0.00774155,0.0382945,0.0188148,0.030621,0.00246557,0.000458795,0.0284895,0.0297715,0.0755338,0.0335173,0.018699,0.0562321,0.0432922,0.0512489,0.0115348,0,0,0,0,0,0,
9,-1.15192,30,-2.0003e-06,-87,-1.69446e-05,0.000220415,0.0499792,0.99875,3.00174e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168747,0.0191339,0.00218842,0.00690698,0.00902948,0.00258276,0.00310246,0.000608942,0.00185385,0.00833289,0.00403975,0.000856079,0.00558027,0.0125115,0.0206801,0.00536201,0.0324559,0.00696404,0.0244643,0.0328705,0.0483994,0,0,0.0218891,0.0095801,0.0240466,0.0730557,0.0410091,0.041067,0.0492614,0.0418562,0.0825753,0.0134719,0.0826262,0,0,0,0,0,
